user_id,top_ordered_item,avg_cart_item_count,preferred_category,order_party_type,user_region,restaurant_cuisine_type,restaurant_item_popularity,cart_total_value,cart_item_count,cart_cuisine_type,meal_time_segment,day_of_week_type,occasion_type,seasonal_preference,user_item_affinity,item_cooccurrence_score,user_category_affinity,item_price_tier,dietary_type,label_addon_added
1,Butter Chicken,4,North_Indian,group,Gurgaon,Beverages,0.125,589,4,North_Indian,lunch,weekday,birthday,winter,0.472,3,0.315,medium,veg,0
5,Dal Makhani,1,North_Indian,solo,Navi_Mumbai,Fast_Food,0.389,472,3,North_Indian,snacks,weekday,none,monsoon,0.32,2,0.703,medium,dairy,0
25,Dosa,3,South_Indian,group,South_Delhi,Fast_Food,0.157,366,2,South_Indian,snacks,weekday,none,summer,0.615,2,0.213,high,nonveg,0
199,Pizza,3,Fast_Food,group,South_Delhi,Chinese,0.293,519,3,Fast_Food,lunch,weekday,birthday,monsoon,0.138,3,0.342,high,dairy,0
17,Hakka Noodles,2,Chinese,solo,West_Delhi,Desserts,0.537,505,3,Chinese,breakfast,weekend,none,monsoon,0.372,0,0.547,low,nonveg,0
49,Brownie,1,Desserts,solo,Gurgaon,Chinese,0.061,420,2,Desserts,dinner,weekend,none,summer,0.221,2,0.689,medium,veg,1
99,Cold Coffee,1,Beverages,solo,West_Delhi,Desserts,0.356,397,2,Beverages,snacks,weekend,none,winter,0.296,0,0.703,low,veg,1
3,Fried Rice,2,Chinese,solo,South_Delhi,Beverages,0.068,604,4,Chinese,snacks,weekday,none,winter,0.13,2,0.37,low,dairy,0
167,Milkshake,1,Beverages,solo,Navi_Mumbai,Beverages,0.141,339,1,Beverages,lunch,weekday,none,summer,0.099,0,0.798,low,nonveg,0
72,Fries,1,Fast_Food,solo,Gurgaon,North_Indian,0.218,336,1,Fast_Food,lunch,weekday,festival,monsoon,0.111,14,0.688,low,veg,1
80,Milkshake,3,Beverages,group,Navi_Mumbai,North_Indian,0.044,348,1,Beverages,dinner,weekday,none,winter,0.512,0,0.619,low,veg,1
79,Lassi,1,Beverages,solo,Gurgaon,North_Indian,0.026,414,1,Beverages,lunch,weekday,none,summer,0.339,1,0.522,medium,veg,1
140,Dosa,4,South_Indian,group,Noida,Fast_Food,0.142,357,2,South_Indian,dinner,weekend,none,winter,0.278,11,0.195,medium,nonveg,1
170,Spring Roll,2,Chinese,solo,Gurgaon,South_Indian,0.09,514,3,Chinese,dinner,weekend,none,monsoon,0.959,5,0.546,low,dairy,0
47,Sambar,2,South_Indian,solo,Gurgaon,Fast_Food,0.212,397,2,South_Indian,dinner,weekday,none,summer,0.534,0,0.453,low,veg,1
57,Idli,1,South_Indian,solo,Navi_Mumbai,Fast_Food,0.12,533,4,South_Indian,lunch,weekday,none,winter,0.059,0,0.188,low,veg,1
126,Coke,3,Beverages,group,South_Delhi,Beverages,0.297,281,1,Beverages,lunch,weekend,none,winter,0.184,0,0.6,low,nonveg,0
195,Chilli Paneer,1,Chinese,solo,Gurgaon,North_Indian,0.301,383,2,Chinese,snacks,weekend,none,winter,0.556,1,0.863,medium,nonveg,0
72,Sandwich,1,Fast_Food,solo,Gurgaon,South_Indian,0.52,398,2,Fast_Food,breakfast,weekday,none,monsoon,0.356,3,0.405,low,veg,0
113,Roti,3,North_Indian,group,Navi_Mumbai,South_Indian,0.09,409,2,North_Indian,lunch,weekday,none,winter,0.12,1,0.193,medium,dairy,0
145,Fries,1,Fast_Food,solo,Noida,South_Indian,0.075,364,2,Fast_Food,lunch,weekday,anniversary,monsoon,0.388,0,0.758,medium,nonveg,0
68,Ice Cream,1,Desserts,solo,Gurgaon,Fast_Food,0.171,457,2,Desserts,lunch,weekend,anniversary,monsoon,0.356,4,0.436,low,nonveg,0
190,Dal Makhani,1,North_Indian,solo,South_Delhi,North_Indian,0.138,501,4,North_Indian,dinner,weekday,birthday,monsoon,0.471,4,0.263,medium,nonveg,0
17,Manchurian,2,Chinese,solo,West_Delhi,North_Indian,0.136,451,2,Chinese,snacks,weekend,none,winter,0.2,1,0.659,medium,nonveg,0
40,Kheer,1,Desserts,solo,West_Delhi,Chinese,0.162,484,3,Desserts,lunch,weekend,anniversary,monsoon,0.499,0,0.401,medium,veg,0
185,Cold Coffee,2,Beverages,solo,Gurgaon,Fast_Food,0.324,351,2,Beverages,lunch,weekday,none,summer,0.19,0,0.176,medium,nonveg,0
197,Burger,3,Fast_Food,group,South_Delhi,Fast_Food,0.295,344,1,Fast_Food,lunch,weekend,none,monsoon,0.499,0,0.489,low,veg,0
189,Chilli Paneer,1,Chinese,solo,Gurgaon,Fast_Food,0.069,359,2,Chinese,snacks,weekday,none,winter,0.414,1,0.382,low,veg,0
195,Spring Roll,1,Chinese,solo,Gurgaon,Beverages,0.137,366,2,Chinese,dinner,weekday,festival,winter,0.679,0,0.383,medium,egg,0
105,Paneer Tikka,1,North_Indian,solo,Gurgaon,Beverages,0.253,450,3,North_Indian,dinner,weekday,anniversary,winter,0.36,2,0.098,medium,veg,0
73,Dal Makhani,3,North_Indian,group,Gurgaon,South_Indian,0.496,288,1,North_Indian,lunch,weekend,none,summer,0.182,0,0.32,low,dairy,0
4,Cold Coffee,1,Beverages,solo,Navi_Mumbai,Desserts,0.563,376,2,Beverages,lunch,weekday,none,winter,0.403,3,0.384,medium,nonveg,1
40,Brownie,1,Desserts,solo,West_Delhi,Beverages,0.211,282,1,Desserts,dinner,weekday,none,summer,0.426,0,0.255,low,veg,0
27,Coke,2,Beverages,solo,Navi_Mumbai,Beverages,0.038,263,1,Beverages,dinner,weekend,festival,monsoon,0.456,6,0.515,low,veg,0
197,Sandwich,3,Fast_Food,group,South_Delhi,Fast_Food,0.128,444,3,Fast_Food,lunch,weekday,anniversary,monsoon,0.392,4,0.772,low,veg,1
153,Raita,2,North_Indian,solo,Gurgaon,Beverages,0.636,442,2,North_Indian,dinner,weekend,anniversary,summer,0.32,1,0.635,low,egg,1
111,Hakka Noodles,1,Chinese,solo,South_Delhi,Chinese,0.328,321,1,Chinese,dinner,weekend,none,monsoon,0.267,7,0.311,medium,nonveg,0
196,Ice Cream,2,Desserts,solo,Noida,North_Indian,0.043,347,2,Desserts,dinner,weekday,birthday,summer,0.39,2,0.717,medium,nonveg,0
38,Coke,2,Beverages,solo,South_Delhi,Chinese,0.574,479,3,Beverages,lunch,weekday,none,monsoon,0.228,0,0.347,medium,veg,0
18,Pizza,2,Fast_Food,solo,South_Delhi,Fast_Food,0.267,497,3,Fast_Food,snacks,weekday,none,winter,0.559,3,0.523,medium,nonveg,0
51,Upma,3,South_Indian,group,Noida,North_Indian,0.683,364,2,South_Indian,dinner,weekday,none,monsoon,0.347,15,0.309,medium,veg,0
11,Fried Rice,4,Chinese,group,Navi_Mumbai,Beverages,0.395,523,3,Chinese,lunch,weekday,none,winter,0.608,0,0.809,high,nonveg,0
57,Vada,1,South_Indian,solo,Navi_Mumbai,Fast_Food,0.163,300,1,South_Indian,lunch,weekday,none,winter,0.233,4,0.693,high,veg,1
62,Butter Chicken,3,North_Indian,group,West_Delhi,Desserts,0.195,319,1,North_Indian,lunch,weekday,none,summer,0.221,2,0.554,low,dairy,0
107,Kheer,3,Desserts,group,West_Delhi,Fast_Food,0.279,294,1,Desserts,dinner,weekday,none,winter,0.241,4,0.446,low,dairy,0
81,Brownie,2,Desserts,solo,West_Delhi,Beverages,0.301,511,3,Desserts,lunch,weekday,none,winter,0.593,12,0.234,high,dairy,1
102,Idli,1,South_Indian,solo,Navi_Mumbai,North_Indian,0.267,265,1,South_Indian,lunch,weekday,none,summer,0.353,0,0.608,low,veg,1
49,Rasgulla,1,Desserts,solo,Gurgaon,South_Indian,0.223,417,3,Desserts,lunch,weekday,birthday,monsoon,0.661,1,0.248,low,veg,0
171,Manchurian,1,Chinese,solo,Gurgaon,Desserts,0.387,341,1,Chinese,lunch,weekday,none,summer,0.214,0,0.475,medium,veg,0
34,Vada,4,South_Indian,group,Gurgaon,Fast_Food,0.181,403,1,South_Indian,snacks,weekend,none,monsoon,0.19,1,0.389,medium,veg,1
83,Manchurian,1,Chinese,solo,Navi_Mumbai,Chinese,0.393,434,1,Chinese,breakfast,weekday,none,monsoon,0.47,4,0.761,low,veg,1
181,Pizza,1,Fast_Food,solo,South_Delhi,Beverages,0.358,423,2,Fast_Food,lunch,weekend,none,winter,0.068,2,0.176,low,dairy,0
179,Fried Rice,1,Chinese,solo,Navi_Mumbai,North_Indian,0.174,335,1,Chinese,dinner,weekend,festival,summer,0.32,4,0.375,high,veg,1
135,Butter Chicken,1,North_Indian,solo,Noida,South_Indian,0.367,442,2,North_Indian,lunch,weekend,none,summer,0.39,6,0.169,low,nonveg,0
72,Sandwich,1,Fast_Food,solo,Gurgaon,North_Indian,0.606,485,3,Fast_Food,snacks,weekday,none,monsoon,0.282,1,0.405,low,veg,0
64,Cold Coffee,1,Beverages,solo,Noida,Beverages,0.237,452,2,Beverages,dinner,weekday,none,winter,0.154,2,0.483,medium,veg,1
4,Coke,1,Beverages,solo,Navi_Mumbai,Desserts,0.419,505,3,Beverages,dinner,weekend,none,monsoon,0.473,1,0.449,medium,veg,1
38,Cold Coffee,2,Beverages,solo,South_Delhi,Fast_Food,0.627,443,2,Beverages,dinner,weekend,birthday,summer,0.363,1,0.124,low,veg,0
38,Lassi,2,Beverages,solo,South_Delhi,Fast_Food,0.33,588,4,Beverages,breakfast,weekend,festival,monsoon,0.378,0,0.609,low,veg,1
190,Paneer Tikka,1,North_Indian,solo,South_Delhi,North_Indian,0.57,435,2,North_Indian,lunch,weekday,none,summer,0.038,2,0.427,low,nonveg,1
56,Lassi,1,Beverages,solo,Navi_Mumbai,Chinese,0.375,391,2,Beverages,snacks,weekday,none,winter,0.548,3,0.48,medium,dairy,0
188,Burger,2,Fast_Food,solo,South_Delhi,Fast_Food,0.278,359,2,Fast_Food,lunch,weekday,birthday,monsoon,0.266,1,0.408,low,egg,1
123,Garlic Bread,1,Fast_Food,solo,Noida,Fast_Food,0.395,356,1,Fast_Food,breakfast,weekend,none,winter,0.719,2,0.596,medium,dairy,0
117,Spring Roll,1,Chinese,solo,Navi_Mumbai,Chinese,0.179,494,3,Chinese,lunch,weekday,festival,monsoon,0.481,5,0.384,low,nonveg,1
175,Butter Chicken,1,North_Indian,solo,South_Delhi,North_Indian,0.318,390,1,North_Indian,lunch,weekday,none,winter,0.142,2,0.693,low,veg,0
103,Sambar,2,South_Indian,solo,South_Delhi,Beverages,0.392,539,3,South_Indian,dinner,weekday,none,monsoon,0.125,3,0.439,high,nonveg,0
193,Sandwich,2,Fast_Food,solo,Navi_Mumbai,Desserts,0.476,352,1,Fast_Food,snacks,weekday,none,winter,0.26,4,0.51,low,veg,1
76,Milkshake,3,Beverages,group,Gurgaon,Desserts,0.395,460,2,Beverages,lunch,weekday,none,summer,0.399,0,0.413,low,veg,1
58,Idli,1,South_Indian,solo,Gurgaon,Fast_Food,0.327,394,2,South_Indian,dinner,weekday,none,monsoon,0.267,2,0.626,high,nonveg,1
79,Coke,1,Beverages,solo,Gurgaon,South_Indian,0.346,511,3,Beverages,dinner,weekday,festival,winter,0.469,0,0.568,high,veg,0
184,Upma,1,South_Indian,solo,Navi_Mumbai,Fast_Food,0.151,378,1,South_Indian,dinner,weekday,none,summer,0.317,1,0.636,low,dairy,1
137,Biryani,2,North_Indian,solo,Navi_Mumbai,Beverages,0.411,497,3,North_Indian,lunch,weekday,none,monsoon,0.423,2,0.541,medium,nonveg,0
17,Fried Rice,2,Chinese,solo,West_Delhi,Chinese,0.165,437,2,Chinese,dinner,weekday,none,winter,0.067,2,0.736,medium,veg,0
157,Spring Roll,3,Chinese,group,South_Delhi,North_Indian,0.411,373,2,Chinese,breakfast,weekend,birthday,summer,0.556,2,0.53,medium,veg,1
140,Upma,4,South_Indian,group,Noida,Chinese,0.12,346,2,South_Indian,dinner,weekend,none,winter,0.263,8,0.846,medium,veg,1
84,Rasgulla,1,Desserts,solo,South_Delhi,Chinese,0.282,391,1,Desserts,breakfast,weekday,festival,winter,0.221,4,0.383,medium,veg,0
110,Lassi,1,Beverages,solo,South_Delhi,Fast_Food,0.095,352,1,Beverages,lunch,weekday,none,monsoon,0.043,5,0.818,medium,veg,1
160,Brownie,1,Desserts,solo,South_Delhi,North_Indian,0.074,429,2,Desserts,snacks,weekday,none,winter,0.693,2,0.778,medium,veg,0
122,Lassi,1,Beverages,solo,Noida,Beverages,0.376,467,3,Beverages,lunch,weekend,birthday,monsoon,0.541,0,0.576,medium,dairy,0
145,Pizza,1,Fast_Food,solo,Noida,Chinese,0.347,358,1,Fast_Food,lunch,weekend,none,monsoon,0.288,9,0.526,medium,veg,0
46,Dal Makhani,1,North_Indian,solo,Gurgaon,Desserts,0.272,431,2,North_Indian,snacks,weekday,birthday,monsoon,0.452,5,0.616,medium,veg,1
154,Butter Chicken,4,North_Indian,group,South_Delhi,Desserts,0.209,279,1,North_Indian,dinner,weekday,none,monsoon,0.475,1,0.246,low,veg,1
62,Paneer Tikka,3,North_Indian,group,West_Delhi,Desserts,0.082,322,1,North_Indian,lunch,weekday,none,monsoon,0.153,9,0.613,high,egg,1
48,Paneer Tikka,2,North_Indian,solo,West_Delhi,Chinese,0.186,321,1,North_Indian,lunch,weekend,none,monsoon,0.198,1,0.377,high,veg,0
190,Biryani,1,North_Indian,solo,South_Delhi,Beverages,0.522,359,2,North_Indian,snacks,weekend,none,monsoon,0.162,3,0.387,low,dairy,0
77,Brownie,1,Desserts,solo,West_Delhi,Desserts,0.151,458,3,Desserts,dinner,weekend,none,summer,0.315,5,0.684,medium,veg,1
54,Coke,2,Beverages,solo,Navi_Mumbai,North_Indian,0.191,291,1,Beverages,lunch,weekday,none,summer,0.336,11,0.582,low,nonveg,0
88,Garlic Bread,3,Fast_Food,group,West_Delhi,Fast_Food,0.047,519,4,Fast_Food,snacks,weekend,none,monsoon,0.296,2,0.461,medium,veg,0
38,Lassi,2,Beverages,solo,South_Delhi,Desserts,0.258,415,2,Beverages,lunch,weekday,none,winter,0.498,4,0.754,low,nonveg,0
50,Spring Roll,4,Chinese,group,Noida,Beverages,0.656,558,4,Chinese,snacks,weekday,none,summer,0.254,3,0.405,high,veg,0
27,Milkshake,2,Beverages,solo,Navi_Mumbai,Beverages,0.399,410,2,Beverages,snacks,weekday,festival,monsoon,0.516,0,0.438,medium,nonveg,0
197,Pizza,3,Fast_Food,group,South_Delhi,Beverages,0.321,437,3,Fast_Food,lunch,weekend,none,winter,0.4,1,0.095,low,nonveg,0
148,Milkshake,1,Beverages,solo,Noida,Chinese,0.199,459,2,Beverages,lunch,weekday,birthday,monsoon,0.505,10,0.323,medium,nonveg,1
182,Manchurian,3,Chinese,group,Gurgaon,Fast_Food,0.101,385,2,Chinese,breakfast,weekday,festival,winter,0.445,3,0.396,medium,veg,0
43,Coke,3,Beverages,group,Navi_Mumbai,Beverages,0.496,341,2,Beverages,snacks,weekday,none,summer,0.127,2,0.435,medium,veg,0
93,Fried Rice,2,Chinese,solo,West_Delhi,South_Indian,0.333,497,3,Chinese,breakfast,weekday,birthday,winter,0.204,4,0.632,low,veg,1
158,Ice Cream,1,Desserts,solo,South_Delhi,South_Indian,0.646,296,1,Desserts,dinner,weekday,none,summer,0.479,4,0.834,high,egg,1
158,Brownie,1,Desserts,solo,South_Delhi,Desserts,0.169,469,2,Desserts,lunch,weekend,none,summer,0.249,0,0.456,low,dairy,1
74,Vada,2,South_Indian,solo,West_Delhi,Beverages,0.088,421,2,South_Indian,lunch,weekday,none,winter,0.484,5,0.391,low,veg,0
54,Cold Coffee,2,Beverages,solo,Navi_Mumbai,South_Indian,0.435,274,1,Beverages,lunch,weekday,none,summer,0.117,1,0.369,medium,nonveg,1
33,Vada,3,South_Indian,group,Gurgaon,Desserts,0.124,429,2,South_Indian,snacks,weekend,none,monsoon,0.125,1,0.347,low,nonveg,0
163,Gulab Jamun,2,Desserts,solo,West_Delhi,Fast_Food,0.546,442,2,Desserts,dinner,weekday,none,summer,0.492,4,0.721,low,veg,1
103,Sambar,2,South_Indian,solo,South_Delhi,North_Indian,0.361,473,2,South_Indian,dinner,weekday,none,winter,0.36,1,0.679,low,dairy,1
151,Roti,1,North_Indian,solo,Navi_Mumbai,Chinese,0.199,535,3,North_Indian,lunch,weekday,none,summer,0.552,1,0.817,low,veg,0
30,Butter Chicken,2,North_Indian,solo,West_Delhi,North_Indian,0.272,375,2,North_Indian,lunch,weekend,none,winter,0.156,0,0.422,low,veg,0
27,Milkshake,2,Beverages,solo,Navi_Mumbai,Desserts,0.093,467,2,Beverages,lunch,weekend,none,winter,0.42,0,0.459,low,veg,1
85,Rasgulla,1,Desserts,solo,Gurgaon,Chinese,0.17,543,3,Desserts,breakfast,weekday,none,winter,0.344,1,0.669,low,veg,0
37,Tea,1,Beverages,solo,Gurgaon,Beverages,0.136,524,2,Beverages,snacks,weekday,none,winter,0.377,1,0.31,low,veg,0
40,Rasgulla,1,Desserts,solo,West_Delhi,Chinese,0.355,429,3,Desserts,dinner,weekday,anniversary,winter,0.334,3,0.794,low,nonveg,1
108,Kheer,1,Desserts,solo,West_Delhi,South_Indian,0.131,402,2,Desserts,snacks,weekday,none,winter,0.446,0,0.4,medium,dairy,0
89,Dal Makhani,2,North_Indian,solo,West_Delhi,South_Indian,0.397,372,1,North_Indian,breakfast,weekday,none,summer,0.227,4,0.227,high,egg,0
189,Hakka Noodles,1,Chinese,solo,Gurgaon,South_Indian,0.107,584,3,Chinese,snacks,weekday,festival,monsoon,0.306,0,0.335,low,egg,0
96,Sandwich,2,Fast_Food,solo,Navi_Mumbai,Chinese,0.581,427,2,Fast_Food,lunch,weekday,none,summer,0.601,1,0.37,low,veg,0
136,Kheer,2,Desserts,solo,South_Delhi,Fast_Food,0.117,371,2,Desserts,breakfast,weekday,none,summer,0.549,1,0.69,low,veg,0
136,Gulab Jamun,2,Desserts,solo,South_Delhi,Fast_Food,0.138,337,1,Desserts,lunch,weekday,festival,winter,0.645,4,0.38,high,nonveg,0
168,Kheer,1,Desserts,solo,Navi_Mumbai,Beverages,0.059,485,4,Desserts,breakfast,weekday,none,monsoon,0.686,8,0.227,medium,nonveg,1
26,Ice Cream,1,Desserts,solo,Gurgaon,Fast_Food,0.675,360,1,Desserts,lunch,weekday,none,monsoon,0.126,0,0.515,low,nonveg,0
103,Dosa,2,South_Indian,solo,South_Delhi,North_Indian,0.467,320,1,South_Indian,lunch,weekday,festival,winter,0.325,7,0.328,high,egg,0
147,Lassi,2,Beverages,solo,Navi_Mumbai,Fast_Food,0.165,315,1,Beverages,breakfast,weekend,none,monsoon,0.091,0,0.556,low,egg,0
124,Vada,1,South_Indian,solo,Noida,South_Indian,0.135,313,1,South_Indian,lunch,weekday,birthday,winter,0.172,3,0.697,low,nonveg,0
185,Coke,2,Beverages,solo,Gurgaon,South_Indian,0.448,375,1,Beverages,breakfast,weekday,none,summer,0.73,3,0.661,medium,dairy,0
68,Kheer,1,Desserts,solo,Gurgaon,Desserts,0.585,450,2,Desserts,lunch,weekday,none,summer,0.451,4,0.458,medium,veg,0
168,Brownie,1,Desserts,solo,Navi_Mumbai,Desserts,0.111,320,1,Desserts,dinner,weekday,birthday,winter,0.42,5,0.539,medium,veg,0
60,Gulab Jamun,1,Desserts,solo,Noida,South_Indian,0.552,515,3,Desserts,snacks,weekday,none,monsoon,0.053,10,0.761,high,veg,0
26,Ice Cream,1,Desserts,solo,Gurgaon,Desserts,0.057,347,1,Desserts,lunch,weekend,none,winter,0.583,0,0.57,medium,nonveg,0
169,Garlic Bread,2,Fast_Food,solo,Gurgaon,Beverages,0.4,347,1,Fast_Food,dinner,weekday,none,monsoon,0.302,0,0.475,medium,egg,1
11,Hakka Noodles,4,Chinese,group,Navi_Mumbai,Chinese,0.112,468,3,Chinese,snacks,weekday,none,summer,0.325,9,0.514,low,nonveg,1
113,Roti,3,North_Indian,group,Navi_Mumbai,Fast_Food,0.126,304,1,North_Indian,lunch,weekday,festival,winter,0.472,1,0.579,medium,veg,0
11,Spring Roll,4,Chinese,group,Navi_Mumbai,Fast_Food,0.522,386,2,Chinese,breakfast,weekday,none,summer,0.144,0,0.33,high,veg,0
16,Fries,1,Fast_Food,solo,Gurgaon,Desserts,0.137,578,4,Fast_Food,dinner,weekend,none,monsoon,0.35,11,0.833,medium,veg,0
121,Roti,3,North_Indian,group,South_Delhi,Desserts,0.05,340,1,North_Indian,snacks,weekday,none,summer,0.163,3,0.274,low,dairy,0
24,Gulab Jamun,2,Desserts,solo,South_Delhi,North_Indian,0.091,404,2,Desserts,breakfast,weekday,none,summer,0.194,4,0.659,low,veg,1
80,Cold Coffee,3,Beverages,group,Navi_Mumbai,South_Indian,0.327,449,3,Beverages,snacks,weekend,none,monsoon,0.31,1,0.288,low,veg,0
78,Ice Cream,1,Desserts,solo,South_Delhi,Chinese,0.379,398,2,Desserts,snacks,weekday,none,monsoon,0.294,5,0.652,high,veg,1
132,Spring Roll,1,Chinese,solo,Noida,Chinese,0.381,356,1,Chinese,lunch,weekday,none,winter,0.365,1,0.404,low,veg,0
55,Kheer,3,Desserts,group,Gurgaon,Fast_Food,0.584,350,2,Desserts,snacks,weekday,none,summer,0.402,0,0.605,high,veg,1
52,Manchurian,3,Chinese,group,Gurgaon,Desserts,0.191,385,1,Chinese,dinner,weekday,none,monsoon,0.408,5,0.428,high,nonveg,1
2,Chilli Paneer,2,Chinese,solo,West_Delhi,Desserts,0.147,607,4,Chinese,dinner,weekday,none,winter,0.566,2,0.404,low,egg,0
101,Upma,2,South_Indian,solo,Gurgaon,Desserts,0.499,441,2,South_Indian,dinner,weekday,none,monsoon,0.163,1,0.67,low,dairy,0
196,Ice Cream,2,Desserts,solo,Noida,Beverages,0.019,378,2,Desserts,snacks,weekday,none,monsoon,0.149,6,0.464,low,veg,1
38,Cold Coffee,2,Beverages,solo,South_Delhi,South_Indian,0.359,584,4,Beverages,lunch,weekday,none,summer,0.805,2,0.716,low,nonveg,1
21,Pizza,1,Fast_Food,solo,Navi_Mumbai,Fast_Food,0.243,311,1,Fast_Food,snacks,weekday,none,monsoon,0.036,8,0.59,medium,nonveg,0
112,Butter Chicken,3,North_Indian,group,Gurgaon,South_Indian,0.213,653,4,North_Indian,breakfast,weekday,none,monsoon,0.254,2,0.489,medium,nonveg,0
105,Dal Makhani,1,North_Indian,solo,Gurgaon,Beverages,0.232,320,1,North_Indian,breakfast,weekday,none,monsoon,0.63,1,0.476,low,dairy,0
111,Hakka Noodles,1,Chinese,solo,South_Delhi,Desserts,0.6,371,2,Chinese,lunch,weekday,birthday,winter,0.29,0,0.461,medium,nonveg,0
153,Dal Makhani,2,North_Indian,solo,Gurgaon,Beverages,0.604,389,2,North_Indian,dinner,weekend,birthday,monsoon,0.265,1,0.695,medium,dairy,1
144,Biryani,1,North_Indian,solo,Noida,Chinese,0.162,578,4,North_Indian,lunch,weekday,none,monsoon,0.511,2,0.414,low,nonveg,0
59,Hakka Noodles,1,Chinese,solo,West_Delhi,Desserts,0.219,384,1,Chinese,lunch,weekday,anniversary,winter,0.073,2,0.683,high,veg,0
7,Paneer Tikka,3,North_Indian,group,South_Delhi,Desserts,0.139,578,4,North_Indian,lunch,weekday,none,monsoon,0.122,6,0.269,medium,veg,0
29,Spring Roll,1,Chinese,solo,South_Delhi,South_Indian,0.327,515,3,Chinese,dinner,weekday,none,summer,0.181,1,0.526,medium,veg,0
21,Fries,1,Fast_Food,solo,Navi_Mumbai,North_Indian,0.071,292,1,Fast_Food,dinner,weekday,none,monsoon,0.388,0,0.795,medium,nonveg,1
130,Hakka Noodles,2,Chinese,solo,West_Delhi,Chinese,0.051,526,4,Chinese,dinner,weekend,none,summer,0.505,4,0.665,low,nonveg,1
123,Sandwich,1,Fast_Food,solo,Noida,Fast_Food,0.208,543,3,Fast_Food,snacks,weekday,none,winter,0.435,0,0.074,low,dairy,0
117,Fried Rice,1,Chinese,solo,Navi_Mumbai,South_Indian,0.15,369,2,Chinese,lunch,weekday,none,monsoon,0.619,0,0.655,medium,nonveg,0
23,Lassi,1,Beverages,solo,Noida,South_Indian,0.048,390,2,Beverages,dinner,weekday,none,monsoon,0.091,1,0.233,medium,nonveg,0
6,Upma,1,South_Indian,solo,South_Delhi,South_Indian,0.669,294,1,South_Indian,snacks,weekday,none,monsoon,0.074,1,0.674,low,dairy,0
154,Raita,4,North_Indian,group,South_Delhi,North_Indian,0.291,363,1,North_Indian,breakfast,weekday,none,monsoon,0.333,0,0.706,medium,veg,0
76,Lassi,3,Beverages,group,Gurgaon,Desserts,0.407,400,2,Beverages,lunch,weekday,none,summer,0.359,1,0.396,medium,nonveg,0
135,Biryani,1,North_Indian,solo,Noida,Fast_Food,0.02,504,3,North_Indian,snacks,weekend,none,monsoon,0.32,1,0.109,low,nonveg,0
138,Roti,1,North_Indian,solo,South_Delhi,Desserts,0.446,554,4,North_Indian,snacks,weekday,none,winter,0.188,2,0.577,low,veg,0
165,Dal Makhani,3,North_Indian,group,Navi_Mumbai,Chinese,0.152,272,1,North_Indian,lunch,weekday,none,winter,0.398,3,0.601,medium,dairy,1
80,Tea,3,Beverages,group,Navi_Mumbai,Fast_Food,0.087,491,3,Beverages,snacks,weekend,none,monsoon,0.703,4,0.387,low,veg,1
153,Dal Makhani,2,North_Indian,solo,Gurgaon,Beverages,0.017,316,1,North_Indian,dinner,weekday,none,monsoon,0.531,9,0.413,low,veg,1
95,Brownie,2,Desserts,solo,West_Delhi,Desserts,0.497,501,3,Desserts,lunch,weekday,none,winter,0.306,2,0.08,low,nonveg,0
114,Fried Rice,2,Chinese,solo,Gurgaon,Chinese,0.082,328,2,Chinese,lunch,weekday,none,winter,0.192,4,0.422,medium,veg,0
132,Spring Roll,1,Chinese,solo,Noida,Fast_Food,0.05,325,1,Chinese,dinner,weekend,none,summer,0.326,2,0.403,low,veg,0
101,Vada,2,South_Indian,solo,Gurgaon,Fast_Food,0.301,408,1,South_Indian,lunch,weekday,none,monsoon,0.722,5,0.75,medium,dairy,1
140,Idli,4,South_Indian,group,Noida,Beverages,0.08,346,1,South_Indian,dinner,weekday,none,monsoon,0.04,0,0.44,medium,nonveg,0
193,Sandwich,2,Fast_Food,solo,Navi_Mumbai,Fast_Food,0.663,468,2,Fast_Food,breakfast,weekday,none,winter,0.628,6,0.757,high,veg,1
24,Brownie,2,Desserts,solo,South_Delhi,Desserts,0.376,337,1,Desserts,dinner,weekday,none,monsoon,0.536,7,0.573,low,veg,1
169,Pizza,2,Fast_Food,solo,Gurgaon,Fast_Food,0.268,531,4,Fast_Food,breakfast,weekday,none,summer,0.607,1,0.587,medium,dairy,1
110,Tea,1,Beverages,solo,South_Delhi,Beverages,0.629,463,2,Beverages,lunch,weekday,none,monsoon,0.408,0,0.695,high,veg,1
178,Roti,3,North_Indian,group,Navi_Mumbai,South_Indian,0.182,382,3,North_Indian,snacks,weekday,none,winter,0.622,2,0.404,medium,nonveg,0
181,Fries,1,Fast_Food,solo,South_Delhi,Fast_Food,0.462,417,2,Fast_Food,snacks,weekend,festival,summer,0.616,12,0.71,medium,veg,1
114,Chilli Paneer,2,Chinese,solo,Gurgaon,Beverages,0.096,491,3,Chinese,dinner,weekday,anniversary,summer,0.583,5,0.579,low,veg,1
95,Brownie,2,Desserts,solo,West_Delhi,South_Indian,0.514,333,1,Desserts,breakfast,weekday,none,monsoon,0.415,1,0.426,medium,nonveg,1
18,Pizza,2,Fast_Food,solo,South_Delhi,Beverages,0.328,392,1,Fast_Food,dinner,weekend,none,winter,0.364,4,0.527,low,veg,1
151,Paneer Tikka,1,North_Indian,solo,Navi_Mumbai,Chinese,0.443,450,2,North_Indian,dinner,weekday,none,monsoon,0.329,3,0.201,medium,nonveg,0
